timestamp_utc,open,high,low,close,tick_volume,spread,real_volume
2024-02-19 17:30:00,1.07643,1.07675,1.07635,1.07654,456,11,0
2024-02-19 17:45:00,1.07654,1.07682,1.07644,1.07669,583,11,0
2024-02-19 18:00:00,1.07669,1.07669,1.07621,1.07649,552,11,0
2024-02-19 18:15:00,1.07649,1.07678,1.07645,1.07676,316,11,0
2024-02-19 18:30:00,1.07676,1.07694,1.07672,1.0769,183,11,0
2024-02-19 18:45:00,1.0769,1.07702,1.07679,1.07693,231,11,0
2024-02-19 19:00:00,1.07694,1.07715,1.0769,1.07713,200,11,0
2024-02-19 19:15:00,1.07713,1.07734,1.07709,1.07733,198,11,0
2024-02-19 19:30:00,1.07733,1.07754,1.07733,1.07753,182,11,0
2024-02-19 19:45:00,1.07753,1.07759,1.07745,1.07757,176,11,0
2024-02-19 20:00:00,1.07757,1.07793,1.07754,1.07792,117,11,0
2024-02-19 20:15:00,1.07791,1.0783,1.07791,1.07797,207,11,0
2024-02-19 20:30:00,1.07799,1.07803,1.07788,1.07795,129,11,0
2024-02-19 20:45:00,1.07794,1.07794,1.07773,1.07786,173,11,0
2024-02-19 21:00:00,1.07788,1.07815,1.0778699999999999,1.07794,177,11,0
2024-02-19 21:15:00,1.07794,1.07795,1.07775,1.07781,101,11,0
2024-02-19 21:30:00,1.07781,1.07801,1.0778,1.078,71,11,0
2024-02-19 21:45:00,1.07801,1.07804,1.0778,1.0778,190,12,0
2024-02-19 22:00:00,1.0778,1.07782,1.07775,1.07778,127,11,0
2024-02-19 22:15:00,1.07778,1.07783,1.07775,1.07782,75,12,0
2024-02-19 22:30:00,1.07783,1.07784,1.0777,1.07778,119,12,0
2024-02-19 22:45:00,1.07778,1.07795,1.07774,1.07788,83,11,0
2024-02-19 23:00:00,1.0778699999999999,1.07791,1.07784,1.0778699999999999,91,12,0
2024-02-19 23:15:00,1.0778699999999999,1.07808,1.07783,1.07807,100,11,0
2024-02-19 23:30:00,1.07807,1.07818,1.07806,1.07808,100,11,0
2024-02-19 23:45:00,1.07811,1.07812,1.0778699999999999,1.07796,81,11,0
2024-02-20 00:00:00,1.07778,1.07782,1.07682,1.07764,140,15,0
2024-02-20 00:15:00,1.07764,1.0778699999999999,1.07742,1.07786,120,15,0
2024-02-20 00:30:00,1.0778699999999999,1.0779,1.07771,1.07778,125,15,0
2024-02-20 00:45:00,1.07778,1.07783,1.07741,1.07779,335,15,0
2024-02-20 01:00:00,1.07782,1.0778699999999999,1.07756,1.07763,202,11,0
2024-02-20 01:15:00,1.07763,1.07763,1.07741,1.07746,182,11,0
2024-02-20 01:30:00,1.07746,1.07754,1.07741,1.0775,194,11,0
2024-02-20 01:45:00,1.07751,1.07752,1.07731,1.07749,143,11,0
2024-02-20 02:00:00,1.07749,1.07763,1.07725,1.07725,408,11,0
2024-02-20 02:15:00,1.0772599999999999,1.07733,1.07687,1.07712,373,11,0
2024-02-20 02:30:00,1.07712,1.07723,1.07685,1.07688,388,11,0
2024-02-20 02:45:00,1.07689,1.07699,1.07671,1.07691,452,11,0
2024-02-20 03:00:00,1.07691,1.07696,1.07644,1.07646,430,11,0
2024-02-20 03:15:00,1.07645,1.07703,1.07645,1.077,779,11,0
2024-02-20 03:30:00,1.077,1.07709,1.0765,1.07663,605,11,0
2024-02-20 03:45:00,1.07663,1.07669,1.07646,1.07653,481,11,0
2024-02-20 04:00:00,1.07653,1.0765500000000001,1.07612,1.07627,532,11,0
2024-02-20 04:15:00,1.07626,1.07652,1.0762,1.0765,473,11,0
2024-02-20 04:30:00,1.0765,1.07652,1.0763,1.07641,440,11,0
2024-02-20 04:45:00,1.07641,1.07664,1.0761,1.07663,625,11,0
2024-02-20 05:00:00,1.07663,1.07663,1.07639,1.0765,416,11,0
2024-02-20 05:15:00,1.07651,1.07673,1.07649,1.07673,473,11,0
2024-02-20 05:30:00,1.07673,1.07678,1.07661,1.07671,343,11,0
2024-02-20 05:45:00,1.07671,1.0768,1.07653,1.07674,296,11,0
2024-02-20 06:00:00,1.07674,1.07693,1.07667,1.07693,286,11,0
2024-02-20 06:15:00,1.07693,1.07706,1.07678,1.07696,316,11,0
2024-02-20 06:30:00,1.07696,1.07698,1.07683,1.07685,341,11,0
2024-02-20 06:45:00,1.07686,1.07698,1.07679,1.07685,323,11,0
2024-02-20 07:00:00,1.07685,1.07697,1.07677,1.07681,410,11,0
2024-02-20 07:15:00,1.07682,1.07688,1.07664,1.0767,245,11,0
2024-02-20 07:30:00,1.0767,1.07675,1.07646,1.07667,382,11,0
2024-02-20 07:45:00,1.07667,1.07678,1.07659,1.07673,414,11,0
2024-02-20 08:00:00,1.07673,1.07697,1.07667,1.07695,512,11,0
2024-02-20 08:15:00,1.07694,1.07715,1.07693,1.07713,298,11,0
2024-02-20 08:30:00,1.07712,1.07723,1.07703,1.0771600000000001,502,11,0
2024-02-20 08:45:00,1.07715,1.07721,1.07685,1.07702,412,11,0
2024-02-20 09:00:00,1.07704,1.07742,1.07704,1.0773,705,11,0
2024-02-20 09:15:00,1.0773,1.07744,1.07701,1.07717,630,11,0
2024-02-20 09:30:00,1.07717,1.07724,1.07668,1.07678,777,11,0
2024-02-20 09:45:00,1.07679,1.07731,1.07678,1.07691,722,11,0
2024-02-20 10:00:00,1.07692,1.07744,1.07691,1.07727,1018,11,0
2024-02-20 10:15:00,1.07725,1.07747,1.07702,1.07734,929,11,0
2024-02-20 10:30:00,1.07733,1.07734,1.07681,1.07712,804,11,0
2024-02-20 10:45:00,1.07714,1.07772,1.07702,1.07753,870,11,0
2024-02-20 11:00:00,1.07751,1.07799,1.07734,1.07786,763,11,0
2024-02-20 11:15:00,1.07786,1.0791,1.07783,1.0789,780,11,0
2024-02-20 11:30:00,1.07891,1.07969,1.07883,1.07949,756,11,0
2024-02-20 11:45:00,1.07949,1.07984,1.07915,1.07973,694,11,0
2024-02-20 12:00:00,1.07974,1.07988,1.07949,1.07984,745,11,0
2024-02-20 12:15:00,1.07984,1.08027,1.07976,1.08013,576,11,0
2024-02-20 12:30:00,1.08014,1.08089,1.08004,1.08046,700,11,0
2024-02-20 12:45:00,1.08046,1.08074,1.08022,1.08035,709,11,0
2024-02-20 13:00:00,1.08035,1.08039,1.0796999999999999,1.07972,711,11,0
